namespace,cbb_items
SCRNITM#staffRoleInformation,Staff Role Information
SCRNITM#staffSrch,Search Staff
SCRNITM#staffSts,Staff Status
SCRNITM#staffTp,Staff Type
SCRNITM#staffTpCd,staff type code
SCRNITM#start,Start
SCRNITM#startDate,Start Date
SCRNITM#startDt,StartDt
SCRNITM#startMktgDt,Start Marketing Date
SCRNITM#startOprtngDt,Start Operating Date
SCRNITM#startRaisingDt,Start Raising Date
SCRNITM#startScore,Start Score
SCRNITM#startTime,Creation Date
SCRNITM#startTm,Start Time
SCRNITM#startTpCd,Start Type
SCRNITM#startTxHms,From Time
SCRNITM#startingDate,Starting Date
SCRNITM#stckReleaseDscd,Inbound and outbound Distinction
SCRNITM#std,Standard
SCRNITM#stdAtrbtSrch,Standard Attribute Search
SCRNITM#stdAtrbtVldtn,Standard Attribute Validation
SCRNITM#stdAtrbtVldtnUseYn,Standard Attribute Validation Use Yn
SCRNITM#stdAtrbtVldtnWay,Standard Attribute Validation Way
SCRNITM#stdAtrbtVldtnYn,Standard Attribute Validation Yn
SCRNITM#stdAttributeVldtn,Standard Attribute Validation
SCRNITM#stdEngAbrvtnNm,Standard English Abbreviation
SCRNITM#stdIndsCl,Standard Industry Classification
SCRNITM#stdIndsClCd,Standard Industry Classification
SCRNITM#stdInstDscd,Standard/Institution Distinction Code
SCRNITM#step,Step
SCRNITM#step-status-update-msg,Are you sure you want to update the status of the step?
SCRNITM#stepDesc,Step Description
SCRNITM#stepEndHms,step end hour minute second
SCRNITM#stepNm,Step Name
SCRNITM#stepStartHms,step start hour minute second
SCRNITM#stepStatusProgress,Step Progress Status
SCRNITM#stepStsChngErr,It is not allowed to change status to finish.
SCRNITM#stlmnt,Settlement
SCRNITM#stlmntAfAmt,Settlement After Amount
SCRNITM#stlmntBaseDt,Settlement Base Date
SCRNITM#stlmntBasicRecord,Settlement Basic Record
SCRNITM#stlmntBfAmt,Settlement Before Amount
SCRNITM#stlmntBsicDataCrtn,Settlement basic data creation
SCRNITM#stlmntCalcList,Settlement Calculation List
SCRNITM#stlmntCrctn,Settlement correction
SCRNITM#stlmntDstnctn,Settlement Distinction
SCRNITM#stlmntMnth,Settlement Month
SCRNITM#stlmntRdjstmnt,Settlement readjustment
SCRNITM#stlmntStep,Settlement Step
SCRNITM#stmtAtInvst,Based on your balance pattern, we suggest...
SCRNITM#stndngOrderAmt,Standing Order Amount
SCRNITM#stndngOrderCycl,Standing Order Cycle
SCRNITM#stndngOrderEndDt,Standing Order End Date
SCRNITM#stndngOrderStartDt,Standing Order Start Date
SCRNITM#stndngOrderTp,Standing Order Type
SCRNITM#stndngOrderTrm,Standing Orde Term
SCRNITM#stockListed,Stock Listed
SCRNITM#stockListingDt,Stock Listing Date
SCRNITM#stockListingUnlstdDscd,Stock Listed
SCRNITM#streetNm,Street Name
SCRNITM#sts,Status
SCRNITM#stsAtrbtOfBilCtgryCash,Status Attribute of Bill Category Cash
SCRNITM#stsChngDt,Status Change Date
SCRNITM#stsChngHms,Status change time
SCRNITM#stsChngTxDt,Status Change Transaction Date
SCRNITM#stsDs,status Distinction
SCRNITM#stsEndDt,Status End Date
SCRNITM#stsOfAcnts,Status Of Accounts
SCRNITM#stsOfBilCtgryCash,Status of Bill Category Cash
SCRNITM#stsOfCashOnHand,Status Of Cash On Hand
SCRNITM#stsStartDt,Status Start Date
SCRNITM#stsStartHms,Status Start Time
SCRNITM#stutDong,Statutory Dong
SCRNITM#style,Style
SCRNITM#styleNm,Style Name
SCRNITM#styleSetting,Style Setting
SCRNITM#styleSettingActive,Style Setting - Active
SCRNITM#styleSettingInactive,Style Setting - Inactive
SCRNITM#stylesheetDocId,Stylesheet Document Id
SCRNITM#subArrDtls,
SCRNITM#subArrSrchRslt,
SCRNITM#subCntrct,sub contract of sales
SCRNITM#subCntrctSrchRslt,
SCRNITM#subDocument,Sub Document
SCRNITM#subScrib,Subscribe
SCRNITM#subsAmt,Amount
SCRNITM#subscrbFinMsg,Requested Amount
SCRNITM#success,It has been completed successfully.
SCRNITM#successActvAcct,The account has been activated.
SCRNITM#successChange,Change completed
SCRNITM#sucssRealNmAuth,The real name authentication has been succeeded.
SCRNITM#sumAmt,Sum
SCRNITM#sumWithSubDept,Sum with Sub-department
SCRNITM#sup300-tab,It has been completed successfully.
SCRNITM#supplInfoFormDscd,Additional information Distinction
SCRNITM#surveyDt,Survey Date
SCRNITM#suspendEndDt,Suspend End Date
SCRNITM#suspendStartDt,Suspend Start Date
SCRNITM#swiftBnkNm,SWIFT Bank Name
SCRNITM#swiftBrnchNm,SWIFT Bank Branch Name
SCRNITM#swingAccount,Main account(@) balance is between being treated as a sub-account(@) swings  has been set.
SCRNITM#switchOnPymntFunc,Please switch-on Payment Func.First
SCRNITM#syncAsyncDscd,Synchronous asynchronous classification
SCRNITM#sysAssAsmInfo,System Asset Assessment Information
SCRNITM#sysBal,System Balance
SCRNITM#sysDept,System Department Type
SCRNITM#sysExmntnRslt,System Examination Result
SCRNITM#sysExmntnRsltCd,System Examination Result
SCRNITM#sysInfo,System Information
SCRNITM#sysIntrfcMsgTpCd,Message Type
SCRNITM#sysTmstmp,System Timestamp
SCRNITM#sysUser,System User Type
SCRNITM#sysVer,System Version
SCRNITM#system-date,System Date
SCRNITM#tagAsBtn,Tag As
SCRNITM#tapToViewDtl,Tap here to view detail
SCRNITM#targetValue,Target Value
SCRNITM#targetVariable,Target Variable
SCRNITM#targetVariableName,Target Variable Name
SCRNITM#targetVariableRange,Target Variable Range
SCRNITM#taskStart,Task Execution
SCRNITM#tax,Tax
SCRNITM#taxCd,Taxation Code
SCRNITM#taxDscd,Taxation Distinction Code
SCRNITM#taxFormCd,Taxation Form Code
SCRNITM#taxPayer,Tax Payer
SCRNITM#taxPayerCd,Tax Payer
SCRNITM#taxStdAmt,Taxation Standard Amount
SCRNITM#taxtnBaseDt,Taxation Base Date
SCRNITM#tblList,Table List
SCRNITM#tblNm,table name
SCRNITM#tdCntnt,Content
SCRNITM#tdRqstStaffNm,Staff Name
SCRNITM#tdRqstTmstmp,Req. Time
SCRNITM#tdTpDscd,Type
SCRNITM#tdyBal,Today Balance
SCRNITM#tdyDpst,Today Deposit
SCRNITM#tdyPymntSchdld,Today Payment Scheduled
SCRNITM#tdyPymntSchdldAmt,Today Payment Scheduled Amount
SCRNITM#tdyTot,Today Total
SCRNITM#tdyWhdrwl,Today Withdrawal
SCRNITM#telCntctPrhbtnTpCd,Telecom Contact Prohibition Type Code
SCRNITM#telInput,telephone input
SCRNITM#telNbr,Telephone Number
SCRNITM#telNbrInput,Telephone number input
SCRNITM#telNbrList,Telephone number list
SCRNITM#telecomcarrId,Telecom
SCRNITM#telgmCmnDvisn,Telegram Common Division
SCRNITM#telgmIndvDvisn,Telegram Individual Division
SCRNITM#telgmInfo,Telegraph Msg. Info.
SCRNITM#telgmNbrNbrgCd,Telegram Number Numbering Code
SCRNITM#tellerAmt,Teller Amount
SCRNITM#tellerCashBalanced,Teller transfer amount is balanced.
SCRNITM#tellerCashUnBalanced,Teller transfer amount is not balanced.
SCRNITM#tenThsndWonBl,Ten Thousand Won Bill
SCRNITM#tenWonBl,Ten Won Bill
SCRNITM#termcond,T&C
SCRNITM#terminate,Terminate
SCRNITM#terminateSrvc,Terminate service
SCRNITM#termsAgreeMsg,Subscribe to familiarize yourself with product documentation and understand the above terms and conditions.
SCRNITM#termsAgreed,Terms Agreed
SCRNITM#termsAgrmntView,Terms Agreement View
SCRNITM#termsAgrmntYn,Terms Agreed
SCRNITM#termsAndConditions,Terms and Conditions
SCRNITM#test,test1
SCRNITM#test1,test1
SCRNITM#test2,test
SCRNITM#test5,test5
SCRNITM#test9,test9
SCRNITM#testBtn015,
SCRNITM#testBtn016,
SCRNITM#testBtn017,
SCRNITM#testBtn019,
SCRNITM#testBtn026,
SCRNITM#testBtn029,
SCRNITM#testBtn142,
SCRNITM#testBtn172,
SCRNITM#testBtn930,
SCRNITM#testBtn940,testBtn940
SCRNITM#testItmInfo,Test Item Info
SCRNITM#themeDscd,Theme Distinction
SCRNITM#thingCntnt,thing content
SCRNITM#thirdPartyCorpn,third party corporation
SCRNITM#thu,Thu
SCRNITM#tierElmnt,Tier Element
SCRNITM#tierElmntList,Tier Element List
SCRNITM#times,times
SCRNITM#titlAcctgCl,Title Of Account Classification
SCRNITM#titlAcctgClCd,Account Type
SCRNITM#tlrClsgDscd,Teller Closing Distinction
SCRNITM#tlrClsgPrsntSts,Teller Closing Present Status
SCRNITM#tlrCrncyRtndLmtAmt,Teller Currency Retained Limit
SCRNITM#tlrTp,Teller Type
SCRNITM#tlrTpDscd,Teller Type Distinction
SCRNITM#tmOutSchdldHms,Timeout Scheduled time
SCRNITM#tmRmn,Time Remaining
SCRNITM#tmpltDwnld,Template Download
SCRNITM#tmpltId,Template Id
SCRNITM#tmpltNm,Template Name
SCRNITM#tmpryAcctNm,Temporary Account Name
SCRNITM#tmpryRestDt,Temporary Rest Date
SCRNITM#to,To
SCRNITM#to2,To
SCRNITM#toADD,To Deposit
SCRNITM#toAcct,To Account
SCRNITM#toBnk,To Bank
SCRNITM#toCash,to Cash
SCRNITM#toMMF,To MMF
SCRNITM#toWMP,Connect To Product
SCRNITM#today,Today
SCRNITM#todoEventDistinction,Todo Event Distinction
SCRNITM#tooltip,IO management
SCRNITM#tot,Total
SCRNITM#totAmtPerDay,Total Amount per day
SCRNITM#totAplctnAmt,Total Application Amount
SCRNITM#totBal,Total Amount
SCRNITM#totCnt,total Count
SCRNITM#totCrdt,Total Credit
SCRNITM#totCredit,Total Credit
SCRNITM#totDays,Total Days
SCRNITM#totDfrnc,Total Difference
SCRNITM#totDpstBalAmt,Total Deposit Amount
SCRNITM#totDsbrsAmt,Total Disburse Amount
SCRNITM#totDvdAmt,Total Divide Amount
SCRNITM#totExmptdFee,Total Exempted Fee
SCRNITM#totIncomeAmt,Total Income Amount
SCRNITM#totInfo,Total Information
SCRNITM#totInt,Total Interest Amount
SCRNITM#totIntAmt,Total Interest Amount
SCRNITM#totInvstmntExpctdProfitSumAmt,Expected Revenue
SCRNITM#totLmtSale,Total Limit Sales
SCRNITM#totLnAmt,Total Amount
SCRNITM#totLnLmtChkRsltCd,Total Loan Amount Check Result Code
SCRNITM#totLoanAmt,Total Amount
SCRNITM#totPaidInt,Total Paid Interest
SCRNITM#totRcvdFee,Total Received Fee
SCRNITM#totRcvdInt,Total Received Interest
SCRNITM#totRpymnt,Total Repayment
SCRNITM#totRpymntAmt,Total Repayment Amount
SCRNITM#totRpymntPrncpl,Total Repayment Principal
SCRNITM#totRtrnAmt,Total Return
SCRNITM#totSlipCnt,Total Slip Count
SCRNITM#totTxCnt,Total Transaction Count
SCRNITM#totUnpdAmt,Total Unpaid Amount
SCRNITM#totWhdrwlAmt,Total Withdrawal Amount
SCRNITM#totWthdrwSchdldAmt,
SCRNITM#totprncpl,Total Principal
SCRNITM#tp,Type
SCRNITM#tpCd,Type Code
SCRNITM#tradeDt,Trade Date
SCRNITM#tradeDtls,Trade Details
SCRNITM#tradeDtlsInqry,Trade Details Inquiry
SCRNITM#tradeItmNm,
SCRNITM#tradeRltvCorpNm,Trade Relative Corporation Name
SCRNITM#tranr,Trader
SCRNITM#tranrDscd,Trader classification
SCRNITM#trans,Trans
SCRNITM#transLog,Trans Log
SCRNITM#transNm,Trans Name
SCRNITM#transfer,Transfer
SCRNITM#transferManager,Transfer Manager
SCRNITM#transferManagerErr,Only a step whose status is ready, start, and run can transfer manager.
SCRNITM#trdDebt,The Third Debtor
SCRNITM#trdDebtRegt,The Third Debtor Registration
SCRNITM#treeService,ServiceList
SCRNITM#trfcCardFnctn,Traffic Card Function
SCRNITM#trgt,Target
SCRNITM#trgtAmt,Target Amount
SCRNITM#trgtAmtInfo,
SCRNITM#trgtBidding,Target Bidding
SCRNITM#trgtCnt,target count
SCRNITM#trgtCust,Target Customer
SCRNITM#trgtInfo,Target Information
SCRNITM#trgtInstNm,Target Institution Name
SCRNITM#trgtInstlmntAmtBase,Target Installment Amount Base
SCRNITM#trgtList,Target List
SCRNITM#trgtPd,Target Product
SCRNITM#trgtTp,Target Type
SCRNITM#trgtTradeDtls,
SCRNITM#trm,Term
SCRNITM#trmCalcnDscd,Term Calculation Distinction
SCRNITM#trmEndDt,Term End Date
SCRNITM#trmHstMgmtWay,Term History Management Way
SCRNITM#trmHstMgmtWayCd,Term History Management Way Code
SCRNITM#trmStartDt,Term Start Date
SCRNITM#trmnlDscd,Terminal Distinction
SCRNITM#trmntCnct,connect termination
SCRNITM#trmntDt,Terminate Date
SCRNITM#trmntn,Termination
SCRNITM#trmntnADD,You are about to terminate the Auto Deposit Contact. The action will be effect since 00:00 of MMDD. Please input tran pwd for confirm:
SCRNITM#trmntnAntici,Termination Anticipation
SCRNITM#trmntnBaseDt,Termination Base Date
SCRNITM#trmntnDpstTxRstrctn,Termination Deposit Transaction Restriction
SCRNITM#trmntnDscd,Termination Distinction
SCRNITM#trmntnDt,Termination Date
SCRNITM#trmntnTp,Termination Type
SCRNITM#trnfrComplete,Transfer Complete
SCRNITM#trnsDt,Transaction Hour
SCRNITM#trnsfLmt,Transfer Limit
SCRNITM#trnsfr,Transfer
SCRNITM#trnsfrAcct,Transfer Account
SCRNITM#trnsfrAmt,Transfer Amount
SCRNITM#trnsfrArrSts,Transfer Arrangement Status
SCRNITM#trnsfrBizKnd,Transfer Business Kind
SCRNITM#trnsfrDfrncAmt,Transfer Difference Amount
SCRNITM#trnsfrDt,Transfer Date
SCRNITM#trnsfrEndDt,Transfer End Date
SCRNITM#trnsfrFromCashToDpst,system will transfer from  cash account to deposit  automatically
SCRNITM#trnsfrFromCashToMMF,system will use excess part to subscribe MMF automaticly
SCRNITM#trnsfrHldyPrcsngDscd,Transfer Holiday Processing Distinctioncode
SCRNITM#trnsfrInfo,Transfer Info.
SCRNITM#trnsfrOriginKeyVal,Translation target identifiers
SCRNITM#trnsfrOwnrshpDt,Transfer Ownership Date
SCRNITM#trnsfrOwnrshpExctn,transfer ownership execution
SCRNITM#trnsfrPlnDt,Transfer Plan Date
SCRNITM#trnsfrPrcsngEndDt,Transfer Processing End Date
SCRNITM#trnsfrPrcsngStartDt,Transfer Processing Start Date
SCRNITM#trnsfrRsltVal,Translation results
SCRNITM#trnsfrScsnDscd,Transfer Secession Distinctioncode
SCRNITM#trnsfrStartDt,Transfer start date
SCRNITM#trnsfrTrgtKnd,Translation target type
SCRNITM#trnsfrTrm,Transfer Term
SCRNITM#trnsfrTxAmt,Transfer Transaction Amount
SCRNITM#trnsmsn,transmission
SCRNITM#trnsmsnDt,Transmission Date
SCRNITM#tryAgain,After the query. transaction again.
SCRNITM#tstNbrTxt,Test Number Text
SCRNITM#tue,Tue
SCRNITM#turn,turn
SCRNITM#twnshp,Township
SCRNITM#tx,Transaction
SCRNITM#txAblEndHms,Transaction Able End Hhmmss
SCRNITM#txAblHms,Transaction Able Start Time
SCRNITM#txAblStartHms,Transaction Able Start Hhmmss
SCRNITM#txAmt,Transaction Amount
SCRNITM#txAmtDtl,Transaction Amount Detail
SCRNITM#txBase,Transaction Base
SCRNITM#txBaseDt,Transaction Base Date
SCRNITM#txBrnch,Transaction Branch
SCRNITM#txBrnchDscd,Transaction Branch Distinction
SCRNITM#txChkUpgrade,Proceed with the upgrade to the latest version. Do you want to continue?
SCRNITM#txCncl,Transaction Cancle
SCRNITM#txCnclRsn,Transaction Cancel Reason
SCRNITM#txCnt,Transaction Count
SCRNITM#txCrncy,transaction Currency
SCRNITM#txCustNm,transaction customer identification
SCRNITM#txDept,Transaction Department
SCRNITM#txDeptCnfgrtnClass,Self Channel Accounting Department Condition Class
SCRNITM#txDeptId,Department
SCRNITM#txDetailHst,Transaction Detail History 
SCRNITM#txDscd,Transaction Distinction
SCRNITM#txDt,Transaction Date
SCRNITM#txDtHms,Transaction Date And Time
SCRNITM#txDtl,Transaction Detail
SCRNITM#txEndHms,Transaction End Time
SCRNITM#txHistSrch,Search Transaction History
SCRNITM#txHms,Time
SCRNITM#txHst,Transaction History
SCRNITM#txHstList,Transaction History List
SCRNITM#txLatestVer,It is already the latest version.
SCRNITM#txLogs,Transaction Logs
SCRNITM#txNte,Trans Notes
SCRNITM#txPgCnt,Transaction Page Count
SCRNITM#txPrcsEndHms,Transaction Process End Time
SCRNITM#txPrcsStartHms,Transaction Process Start Time
SCRNITM#txPrdMnth,Transaction Period(Month)
SCRNITM#txPswdChkMsg,Transaction password is required. Enter the transaction password.
SCRNITM#txPswdChng,Transaction password change
SCRNITM#txPswdReset,Reset Transaction Password
SCRNITM#txPswdSetCmplt,Transaction password settings have been completed.
SCRNITM#txPwRule,Transaction Password should be a 6-digit number.
SCRNITM#txPwd,Transaction Password
SCRNITM#txQnty,Transaction Quantity
SCRNITM#txRltvDstnctn,Transaction Relative Distinction
SCRNITM#txRmkCntnt,Transaction Remark Content
SCRNITM#txRstr,Transaction Restriction
SCRNITM#txRstrctn,Transaction Restriction
SCRNITM#txRstrctnDs,Transaction Restriction Distinction
SCRNITM#txRstrctnDscd,Transaction Restriction Distinction
SCRNITM#txRstrctnList,Transaction Restriction List
SCRNITM#txRstrctnYn,Transaction Restriction Yn
SCRNITM#txSeq,Transaction Sequence
SCRNITM#txSpnsnRgstrnDt,Transaction Suspension Register Date
SCRNITM#txSpnsnRsn,Transaction Suspension Reason
SCRNITM#txSrchDscd,Transaction Srearch DIstiction Code
SCRNITM#txStaff,Transaction Staff
SCRNITM#txStaffINm,Transaction Staff Name
SCRNITM#txStaffId,Transaction Staff Identification
SCRNITM#txStaffNm,Transaction Staff Name
SCRNITM#txStartHms,Transaction Start Time
SCRNITM#txSts,Transaction Status
SCRNITM#txTm,Transaction Time
SCRNITM#txTmCntrlDscd,Transaction Time Control Distinction
SCRNITM#txTmCntrlEndHms,Transaction Time Control End Time
SCRNITM#txTmCntrlStartHms,Transaction Time Control Start Time
SCRNITM#txTmstmp,Transaction Date Time
SCRNITM#txTp,Transaction Type
SCRNITM#txTpCd,Transaction Type
SCRNITM#txUpgVer,I need to upgrade to the latest version.
SCRNITM#txpyrTp,Taxpayer Type
SCRNITM#txtCntnt,Text
SCRNITM#txtSmpl,This is a text sample...
SCRNITM#txtStyle,Text Style
SCRNITM#txtStyle2,Text Style
SCRNITM#txtStyleDscd,Text Style Distinction
SCRNITM#txtTitle,Text Title
SCRNITM#txtTmplt,Text Template
SCRNITM#txtTmpltDscd,Transaction Template Distinction
SCRNITM#udrLn,Underline
SCRNITM#unEmplyd,Unemployed
SCRNITM#unExctnCntnt,unExecution Content
SCRNITM#unExctnLn,Unexecuted Loan
SCRNITM#unExctnLnAmt,Unexecuted Loan Amount
SCRNITM#unbind,Discard Card
SCRNITM#unbindCnfrmMsg,{0}({1}) has been unbind.
SCRNITM#unbindMsg,You are about to discard your card of {0} ({1}) from Directbank. Once it is done, you cannot deposit or withdraw money via this card. Please enter your transaction password to continue:
SCRNITM#uncnfrmdpstn,unconfirmed Position
SCRNITM#undgrndDscd,Underground Distinction
SCRNITM#undrCnfrmtn,Standby funds
SCRNITM#undrExmntnRslt,Under Examination Result
SCRNITM#unfold,Unfold
SCRNITM#unipayCard,A Unipay Card
SCRNITM#unitIncrs,Unit Increase Rate
SCRNITM#unmaskDtl,Unmasking Detail
SCRNITM#unmaskRqst,Unmasking Request
SCRNITM#unmaskRqstItm,unmask request item
SCRNITM#unmaskRqstScrn,unmasking request screen
SCRNITM#unmaskRsnCd,unmasking reason code
SCRNITM#unmaskRsnCntnt,unmasking reason content
SCRNITM#unmatched-check-count-msg,인도인수대상이 타점권일 경우 인도인수타점권매수는 0보다 커야 하고, 타점권이 아닐 경우 인도인수타점권매수는 0이어야 합니다.
SCRNITM#unmtchdDmstAmtFrgnAmt,외화처리 시에는 거래총금액과 외화거래국내통화금액이 일치해야 등록하실 수 있습니다.
SCRNITM#unqId,Unique ID
SCRNITM#unqIdNbrTp,Unique Identification Number Type
SCRNITM#unrdmdPrdMnth,Unredeemed Period(Month)
SCRNITM#unrpdDataYn,Unrepaid Data Yn
SCRNITM#upAcct,Upper Account
SCRNITM#upAcctgItmCd,Upper Account
SCRNITM#upAmtTpCd,Upper Amount Type Code
SCRNITM#upArrIssmdaTpCd,Upper Arrangement IssueMedia Type Code
SCRNITM#upArrSrvcTpCd,Upper Arrangement Service Type Code
SCRNITM#upCdNbr,Upper Code
SCRNITM#upCdNbrNm,Upper code name
SCRNITM#upClass,upper class
SCRNITM#upCmpsElmntId,Upper Composition Element Id
SCRNITM#upCmpsElmntRelTpDscd,Upper Composition Element Relation Type Distinctioncode
SCRNITM#upDeptId,Upper Department Identification
SCRNITM#upDeptNm,Upper Department Name
SCRNITM#updTrgt,Update Target
SCRNITM#update,Update
SCRNITM#updtJdgmntMethodNm,Update Judgment Method Name
SCRNITM#updtJdgmntMthdNm,Update Judgment Method Name
SCRNITM#uploadfile,upload
SCRNITM#use,Use
SCRNITM#useAblBal,Use Able Balance
SCRNITM#useAgrmnt,Use Agreement
SCRNITM#useAgrmntAcctChng,Use Agreement Account Change
SCRNITM#useIssueInstDscd,Use Issue Institution DistinctionCode
SCRNITM#usePntVal,Use Point
SCRNITM#useStartDt,Use Start Date
SCRNITM#useYn,Use Yn
SCRNITM#usedAmt,Used Amount
SCRNITM#userDfnColorThm,User Defined Color Theme
SCRNITM#userNbr,User Number
SCRNITM#userPhotoArea,User's photo
SCRNITM#userRuleCmntCntnt,User Rule Comment Content
SCRNITM#userRuleInfo,User Rule Information
SCRNITM#utilityBill,Utility Bill
SCRNITM#val,Value
SCRNITM#val1,Value1
SCRNITM#val2,Value2
SCRNITM#val3,Value3
SCRNITM#val4,Value4
SCRNITM#val5,Value5
SCRNITM#val6,Value6
SCRNITM#valCmptnMthdDscd,Value Computation Method Distinctioncode
SCRNITM#valDt,Value Date
SCRNITM#valTpCd,Value Type
SCRNITM#varCycleEstmtBase,Variable Cycle Estimate Base
SCRNITM#varHistory,Variable History
SCRNITM#varInfo,Vary Infomation
SCRNITM#varIntRtCyclBaseDayDscd,Variation Rate Cycle Base Day Distinction
SCRNITM#varLvl,Variable Level
SCRNITM#variable,Variable
SCRNITM#variableRange,Variable Range
SCRNITM#vdDt,validation date
SCRNITM#vdSeqNbr,validation sequence number
SCRNITM#verify,Verify
SCRNITM#view,view
SCRNITM#vldtn,Validation
SCRNITM#vldtnDesc,Validation Description
SCRNITM#vldtnErrCntntInqry,Validation Error Content Inquiry
SCRNITM#vldtnErrorOvrrd,Validation Error Override
SCRNITM#vldtnRuleCntnt,validation rule
SCRNITM#vldtnSmry,Validation Summary
SCRNITM#vldtnWay,Validation Way
SCRNITM#vltAmt,Vault Amount
SCRNITM#vntrCorp,Venture Corporate
SCRNITM#vntrCorpYn,Venture Corporate
SCRNITM#vrtlAcctTx,Virtual Account Transaction
SCRNITM#vwTbl,View Table
SCRNITM#waitingForAprvl,Waiting for Approval
